   0.0000000000000000        9.1192793869774617E-014  -3.1816300226821031E-016   9.1193348888343905E-014
   1.5350592505005355E-004   9.1272184551872760E-014   2.2480690457603530E-014   9.3999963384682799E-014
   3.0701185010010711E-004   9.1351265857940473E-014   4.5279558407130105E-014   1.0195730568916005E-013
   4.6051777515016061E-004   9.1430037794669680E-014   6.8078453312647797E-014   1.1399178749619244E-013
   6.1402370020021422E-004   9.1508500217099088E-014   9.0877387632104130E-014   1.2896707019552912E-013
   7.6752962525026766E-004   9.1586652828401253E-014   1.1367637381018138E-013   1.4598093347743119E-013
   9.2103555030032121E-004   9.1664495179576337E-014   1.3647542427341213E-013   1.6440170652135706E-013
   1.0745414753503748E-003   9.1742026669053504E-014   1.5927455142525490E-013   1.8380691550935045E-013
   1.2280474004004284E-003   9.1819246542201219E-014   1.8207376764119226E-013   2.0391574460702245E-013
   1.3815533254504817E-003   9.1896151311235816E-014   2.0487308007558001E-013   2.2453926508624847E-013
   1.5350592505005353E-003   9.1972745060205930E-014   2.2767251080748882E-013   2.4554787315571629E-013
   1.6885651755505890E-003   9.2049024007114259E-014   2.5047206751019422E-013   2.6685066877093185E-013
   1.8420711006006424E-003   9.2124986778198675E-014   2.7327176239729684E-013   2.8838250521244860E-013
   1.9955770256506961E-003   9.2200631842710464E-014   2.9607160762938480E-013   3.1009571644323537E-013
   2.1490829507007495E-003   9.2275957511852223E-014   3.1887161530890751E-013   3.3195475502610448E-013
   2.3025888757508030E-003   9.2350961937578935E-014   3.4167179747500485E-013   3.5393264523154242E-013
   2.4560948008008569E-003   9.2425643111338742E-014   3.6447216609830695E-013   3.7600858948292179E-013
   2.6096007258509103E-003   9.2499998862653211E-014   3.8727273307563001E-013   3.9816632149575259E-013
   2.7631066509009633E-003   9.2574026857672899E-014   4.1007351022468109E-013   4.2039295217288879E-013
   2.9166125759510176E-003   9.2647724597525250E-014   4.3287450927861461E-013   4.4267814680227927E-013
   3.0701185010010706E-003   9.2721089416661911E-014   4.5567574188060271E-013   4.6501352900861961E-013
   3.2236244260511245E-003   9.2794118480988921E-014   4.7847721957827255E-013   4.8739224253163726E-013
   3.3771303511011780E-003   9.2866808785970147E-014   5.0127895381808502E-013   5.0980862459852886E-013
   3.5306362761512310E-003   9.2939157154532626E-014   5.2408095593961176E-013   5.3225795936854919E-013
   3.6841422012012849E-003   9.3011160234981777E-014   5.4688323716978483E-013   5.5473628962378208E-013
   3.8376481262513379E-003   9.3082814498622031E-014   5.6968580861693852E-013   5.7724027137277942E-013
   3.9911540513013922E-003   9.3154116237401382E-014   5.9248868126487227E-013   5.9976706044843668E-013
   4.1446599763514452E-003   9.3225061561343042E-014   6.1529186596671532E-013   6.2231422322482599E-013
   4.2981659014014991E-003   9.3295646395896767E-014   6.3809537343873671E-013   6.4487966570543148E-013
   4.4516718264515512E-003   9.3365866479139192E-014   6.6089921425400962E-013   6.6746157674054004E-013
   4.6051777515016060E-003   9.3435717358821762E-014   6.8370339883596790E-013   6.9005838220994912E-013
   4.7586836765516598E-003   9.3505194389287778E-014   7.0650793745180179E-013   7.1266870778797180E-013
   4.9121896016017137E-003   9.3574292728291088E-014   7.2931284020575410E-013   7.3529134847935190E-013
   5.0656955266517667E-003   9.3643007333563018E-014   7.5211811703226429E-013   7.5792524353700782E-013
   5.2192014517018206E-003   9.3711332959351353E-014   7.7492377768893158E-013   7.8056945568777100E-013
   5.3727073767518736E-003   9.3779264152686804E-014   7.9772983174936322E-013   8.0322315382954865E-013
   5.5262133018019266E-003   9.3846795249585242E-014   8.2053628859585339E-013   8.2588559854333041E-013
   5.6797192268519796E-003   9.3913920371026125E-014   8.4334315741184113E-013   8.4855612990115686E-013
   5.8332251519020353E-003   9.3980633418749028E-014   8.6615044717423042E-013   8.7123415715748235E-013
   5.9867310769520883E-003   9.4046928070954755E-014   8.8895816664553018E-013   8.9391914999364762E-013
   6.1402370020021413E-003   9.4112797777686984E-014   9.1176632436578669E-013   9.1661063104954262E-013
   6.2937429270521952E-003   9.4178235756177999E-014   9.3457492864419300E-013   9.3930816952714963E-013
   6.4472488521022490E-003   9.4243234985871201E-014   9.5738398755078375E-013   9.6201137569118235E-013
   6.6007547771523021E-003   9.4307788203302075E-014   9.8019350890754783E-013   9.8471989612289745E-013
   6.7542607022023559E-003   9.4371887896825015E-014   1.0030035002795162E-012   1.0074334096098722E-012
   6.9077666272524081E-003   9.4435526300931891E-014   1.0258139689655715E-012   1.0301516235742352E-012
   7.0612725523024620E-003   9.4498695390592212E-014   1.0486249219889564E-012   1.0528742709587259E-012
   7.2147784773525167E-003   9.4561386875210711E-014   1.0714363660875631E-012   1.0756011075034676E-012
   7.3682844024025697E-003   9.4623592192331800E-014   1.0942483077039092E-012   1.0983319093572080E-012
   7.5217903274526227E-003   9.4685302501177291E-014   1.1170607529748144E-012   1.1210664709759180E-012
   7.6752962525026757E-003   9.4746508675908403E-014   1.1398737077207861E-012   1.1438046032690225E-012
   7.8288021775527305E-003   9.4807201298473672E-014   1.1626871774351143E-012   1.1665461319596762E-012
   7.9823081026027844E-003   9.4867370651481130E-014   1.1855011672725432E-012   1.1892908961305000E-012
   8.1358140276528382E-003   9.4927006710414079E-014   1.2083156820377033E-012   1.2120387469306577E-012
   8.2893199527028904E-003   9.4986099135885465E-014   1.2311307261731479E-012   1.2347895464234683E-012
   8.4428258777529443E-003   9.5044637265245969E-014   1.2539463037468768E-012   1.2575431665566540E-012
   8.5963318028029981E-003   9.5102610104203695E-014   1.2767624184396854E-012   1.2802994882403830E-012
   8.7498377278530520E-003   9.5160006317787460E-014   1.2995790735319461E-012   1.3030584005195443E-012
   8.9033436529031024E-003   9.5216814221182654E-014   1.3223962718899483E-012   1.3258197998290965E-012
   9.0568495779531581E-003   9.5273021770156268E-014   1.3452140159519299E-012   1.3485835893227886E-012
   9.2103555030032119E-003   9.5328616550895856E-014   1.3680323077134504E-012   1.3713496782663773E-012
   9.3638614280532658E-003   9.5383585769805078E-014   1.3908511487124014E-012   1.3941179814882643E-012
   9.5173673531033197E-003   9.5437916242507774E-014   1.4136705400133623E-012   1.4168884188807470E-012
   9.6708732781533718E-003   9.5491594382685395E-014   1.4364904821916130E-012   1.4396609149465856E-012
   9.8243792032034274E-003   9.5544606190362114E-014   1.4593109753163939E-012   1.4624353983854999E-012
   9.9778851282534796E-003   9.5596937239604150E-014   1.4821320189337004E-012   1.4852118017165362E-012
   1.0131391053303533E-002   9.5648572665954792E-014   1.5049536120483324E-012   1.5079900609322186E-012
   1.0284896978353586E-002   9.5699497153153578E-014   1.5277757531053824E-012   1.5307701151812720E-012
   1.0438402903403641E-002   9.5749694919343056E-014   1.5505984399711080E-012   1.5535519064768905E-012
   1.0591908828453695E-002   9.5799149702827181E-014   1.5734216699128402E-012   1.5763353794275808E-012
   1.0745414753503747E-002   9.5847844747076647E-014   1.5962454395784587E-012   1.5991204809887485E-012
   1.0898920678553801E-002   9.5895762785172715E-014   1.6190697449748805E-012   1.6219071602324145E-012
   1.1052426603603853E-002   9.5942886023618587E-014   1.6418945814457896E-012   1.6446953681334382E-012
   1.1205932528653909E-002   9.5989196125446753E-014   1.6647199436485053E-012   1.6674850573704979E-012
   1.1359438453703959E-002   9.6034674192664117E-014   1.6875458255300142E-012   1.6902761821403827E-012
   1.1512944378754017E-002   9.6079300747733325E-014   1.7103722203018649E-012   1.7130686979839730E-012
   1.1666450303804071E-002   9.6123055714591920E-014   1.7331991204143242E-012   1.7358625616231539E-012
   1.1819956228854121E-002   9.6165918398585931E-014   1.7560265175293641E-012   1.7586577308071488E-012
   1.1973462153904177E-002   9.6207867465612010E-014   1.7788544024924943E-012   1.7814541641673550E-012
   1.2126968078954227E-002   9.6248880920376002E-014   1.8016827653036069E-012   1.8042518210799947E-012
   1.2280474004004283E-002   9.6288936083638417E-014   1.8245115950864942E-012   1.8270506615354658E-012
   1.2433979929054335E-002   9.6328009568515586E-014   1.8473408800571975E-012   1.8498506460138702E-012
   1.2587485854104390E-002   9.6366077255637410E-014   1.8701706074909487E-012   1.8726517353658432E-012
   1.2740991779154441E-002   9.6403114267277970E-014   1.8930007636876170E-012   1.8954538906980384E-012
   1.2894497704204498E-002   9.6439094940184397E-014   1.9158313339362114E-012   1.9182570732633007E-012
   1.3048003629254552E-002   9.6473992797368908E-014   1.9386623024769518E-012   1.9410612443535889E-012
   1.3201509554304604E-002   9.6507780518365177E-014   1.9614936524624784E-012   1.9638663651967705E-012
   1.3355015479354658E-002   9.6540429908204317E-014   1.9843253659171991E-012   1.9866723968559303E-012
   1.3508521404404712E-002   9.6571911865089269E-014   2.0071574236943809E-012   2.0094793001304450E-012
   1.3662027329454764E-002   9.6602196346202156E-014   2.0299898054320295E-012   2.0322870354595287E-012
   1.3815533254504816E-002   9.6631252332375652E-014   2.0528224895061605E-012   2.0550955628266033E-012
   1.3969039179554870E-002   9.6659047790411733E-014   2.0756554529823915E-012   2.0779048416651050E-012
   1.4122545104604924E-002   9.6685549634280508E-014   2.0984886715649806E-012   2.1007148307646708E-012
   1.4276051029654980E-002   9.6710723683972837E-014   2.1213221195438800E-012   2.1235254881780011E-012
   1.4429556954705033E-002   9.6734534622471838E-014   2.1441557697389354E-012   2.1463367711273533E-012
   1.4583062879755086E-002   9.6756945950537087E-014   2.1669895934416497E-012   2.1691486359108915E-012
   1.4736568804805139E-002   9.6777919939380609E-014   2.1898235603542827E-012   2.1919610378084960E-012
   1.4890074729855193E-002   9.6797417580773452E-014   2.2126576385258120E-012   2.2147739309863955E-012
   1.5043580654905245E-002   9.6815398534686785E-014   2.2354917942848395E-012   2.2375872684005604E-012
   1.5197086579955299E-002   9.6831821074299145E-014   2.2583259921694877E-012   2.2604010016987839E-012
   1.5350592505005351E-002   9.6846642028103514E-014   2.2811601948533833E-012   2.2832150811204023E-012
   1.5504098430055409E-002   9.6859816718842506E-014   2.3039943630684191E-012   2.3060294553942408E-012
   1.5657604355105461E-002   9.6871298899608761E-014   2.3268284555232982E-012   2.3288440716337012E-012
   1.5811110280155513E-002   9.6881040686015760E-014   2.3496624288180756E-012   2.3516588752290719E-012
   1.5964616205205569E-002   9.6888992485240330E-014   2.3724962373544070E-012   2.3744738097367222E-012
   1.6118122130255621E-002   9.6895102920726674E-014   2.3953298332410615E-012   2.3972888167646111E-012
   1.6271628055305676E-002   9.6899318753251452E-014   2.4181631661945247E-012   2.4201038358539025E-012
   1.6425133980355725E-002   9.6901584797067092E-014   2.4409961834343051E-012   2.4429188043561799E-012
   1.6578639905405781E-002   9.6901843831772451E-014   2.4638288295729389E-012   2.4657336573062298E-012
   1.6732145830455833E-002   9.6900036509075888E-014   2.4866610464996144E-012   2.4885483272892286E-012
   1.6885651755505889E-002   9.6896101254031334E-014   2.5094927732582121E-012   2.5113627443030656E-012
   1.7039157680555944E-002   9.6889974161035032E-014   2.5323239459177043E-012   2.5341768356137142E-012
   1.7192663605605996E-002   9.6881588883004819E-014   2.5551544974363991E-012   2.5569905256050429E-012
   1.7346169530656048E-002   9.6870876514836970E-014   2.5779843575178265E-012   2.5798037356208618E-012
   1.7499675455706104E-002   9.6857765469250497E-014   2.6008134524590473E-012   2.6026163837998955E-012
   1.7653181380756156E-002   9.6842181345675276E-014   2.6236417049898286E-012   2.6254283849021140E-012
   1.7806687305806205E-002   9.6824046790427673E-014   2.6464690341031020E-012   2.6482396501267556E-012
   1.7960193230856260E-002   9.6803281349265387E-014   2.6692953548752705E-012   2.6710500869206255E-012
   1.8113699155906316E-002   9.6779801309608288E-014   2.6921205782756388E-012   2.6938595987758322E-012
   1.8267205080956372E-002   9.6753519533671984E-014   2.7149446109654846E-012   2.7166680850175055E-012
   1.8420711006006424E-002   9.6724345280472058E-014   2.7377673550840330E-012   2.7394754405786808E-012
   1.8574216931056476E-002   9.6692184016544799E-014   2.7605887080221621E-012   2.7622815557631627E-012
   1.8727722856106532E-002   9.6656937214215360E-014   2.7834085621820889E-012   2.7850863159945684E-012
   1.8881228781156584E-002   9.6618502136160523E-014   2.8062268047220801E-012   2.8078896015505543E-012
   1.9034734706206639E-002   9.6576771606432477E-014   2.8290433172852594E-012   2.8306912872813075E-012
   1.9188240631256695E-002   9.6531633764886182E-014   2.8518579757112977E-012   2.8534912423109799E-012
   1.9341746556306744E-002   9.6482971805259188E-014   2.8746706497298038E-012   2.8762893297209076E-012
   1.9495252481356799E-002   9.6430663695313361E-014   2.8974812026336742E-012   2.8990854062128285E-012
   1.9648758406406855E-002   9.6374581876647239E-014   2.9202894909312615E-012   2.9218793217508940E-012
   1.9802264331456907E-002   9.6314592943269398E-014   2.9430953639757282E-012   2.9446709191808263E-012
   1.9955770256506959E-002   9.6250557297294085E-014   2.9658986635690507E-012   2.9674600338236608E-012
